ri	日	2511	mgr
jian	监	2231425221	jthj
hui	湏	441132511134	ogwh
tang	唐	4135112251	yqnt
xue	学	44345521	owhx
gong	公	3454	wcg
si	司	51251	nmns
chi	蚩	5221251214	bhsc
yan	閻	2511251135321511	mggy
yan	閹	2511251113425115	mgay
xie	寫	445321511354444	ovox
long	隆	52354131121	bqhl
you	又	54	cy
ye	夜	41323544	yroy
chong	憧	442414312511211	olgc
tong	瞳	25111414312511211	mggt
yu	彧	1251153334	fnwy
xing	姓	53131121	vdhx
duo	多	354354	qicd
ha	哈	251341251	mdnh
ni	尼	51335	neqn
xiang	详	45431112	pifx
zi	字	445521	oxhz
ken	肯	21212511	hhgk
xia	夏	1325111354	dmcx
er	珥	1121122111	ghge
cai	采	34431234	wiwc
dou	豆	1251431	fntd
mian	面	132522111	dmgm
cun	寸	124	fyc
nan	男	2512153	mfvn
rong	融	1251254312251214	fnsr
qi	耆	1213352511	fdgq
shu	朱	311234	tfws
lin	林	12341234	fwwl
sui	虽	251251214	mfss
yi	亦	413234	yrwy
zhen	珍	112134333	ghez
quan	券	43113453	igvq
juan	劵	43113453	igvj
ben	犇	311231213112	tffb
zhang	张	5153154	nvcz
lan	蓝	1222231425221	fjhl
ning	宁	44512	onfn
ti	体	3212341	rfyt
bing	冰	412534	ymwb
tu	徒	3321212134	ehwt
fan	犯	35355	qqxf
kong	恐	1213544544	fdok
mo	无	1135	gqm
ban	拌	12143112	fsfb
ze	则	253422	mwjz
guan	盥	3211253451125221	rghg
shen	鵢	325111332511154444	rnos
tao	縚	5544443443321511	xogt
zao	皂	3251115	rnaz
wei	軎	1251112251	fnnw
ting	葶	122412514512	flft
huan	烉	3525344334	qmwh
bo	簙	314314121251124124	tilb
nuan	渜	441132522134	ogwn
li	粒	43123441431	iftl
chi	奓	134354354	dicc
ji	繼	55444455455415545545	xopj
dang	裆	45234243511	pkgd
teng	漛	44143113424134	oswt
qi	踦	251212113412512	mffq
ke	柯	123412512	fwfk
qu	齲	212134341343452325125214	hhsq
he	翯	5415414125125251	canh
dan	黮	254312114444122111345	mipd
gui	廆	413325113554	yecg
chu	傗	324155425121	ryhc
ju	榉	1234443134112	fwfj
mie	礣	1325112225221134534	dmwm
xin	訫	41112514544	ygox
e	砈	132511355	dmxe
er	刵	12211122	fhje
qiu	丠	211351	hdnq
wei	縅	554444131531534	xoww
xin	顖	3253414544132511134	rvwx
ying	媵	3511431134531	qgty
gan	扞	121112	fgfg
luan	鵉	41223432511154444	yjol
ji	鬾	3251135541254	rncj
xia	騢	1211254444512115154	fgcx
lu	騄	121125444451124134	fgwl
du	韣	5212511522522135251214	bfsd
bing	靐	145244442512114524444251211452444425121	sbhb
liu	锍	311154154325	tgml
jian	鑬	341124311251253142511135	wgqj
zan	錾	1521331234112431	ahtz
xi	銑	34112431312135	wgqx
ruo	鄀	1221325152	fhbr
xian	选	312135454	thcx
bian	辫	41431135514143112	yifb
guo	輠	125111225111234	fnwg
zi	赼	12121343534	ffwz
wei	覹	25111353322521353134	mgww
chu	褚	4523412132511	pkgc
zhen	裖	452341311534	pkwz
la	藞	122132511325113251	fhnl
xuan	蔙	12241533152134	flwx
tiao	蓚	122322354333	fket
chan	苂	1224334	flwc
shou	艏	335414431325111	ecgs
nie	臲	3251111234351355	rnxn
geng	耿	1221114334	fhwg
geng	羹	4311214444431121134	igwg
tao	绹	55135311252	xdbt
xuan	繏	554444515515122134	xowx
su	簌	31431412512343534	tiws
shao	筲	3143142432511	tigs
jiao	筊	314314413434	tiwj
ji	禝	45242512134354	plcj
zuo	祚	452431211	plgz
dang	砀	13251533	dmed
chong	珫	1121415435	ghqc
ba	玐	112134	ghwb
wu	牾	31211251251	thnw
jian	熸	4334153515352511	iwgj
wen	熅	43342534125221	iwhw
ye	潱	441121451251431	ogty
gui	湀	441543341134	oawg
se	渋	44121214134	ofws
guan	泴	253425221	mwhg
hui	毇	3215114312343554	rach
gu	毂	1214515213554	fscg
lan	欗	123412225112511125431234	fwwl
yao	杳	12342511	fwgy
zuo	捽	12141343412	fsfz
qia	拤	12121124	fflq
ni	拟	1215434	fawn
nuo	懦	44214524444132522	ohjn
duo	憜	44252131212511	omgd
mian	愐	442132522111	ohgm
yong	廱	413555251521532411121	yqhy
bang	幚	11135232511252	gdbb
wei	峞	252351355	mkxw
liao	嫽	531134432511234	vgwl
jue	埆	1213535112	fdfj
se	啬	12431252511	figs
chuo	哾	2514325135	msqc
ka	咔	25121124	mflk
bi	吡	2511535	mgqb
jian	劔	3412512513434534	wfwj
kai	剴	252125143122	mhjk
qian	刋	31322	trjq
zhi	凪	352121	qhhz
yan	俨	321224313	rfdy
zhang	丈	134	dyz
dan	但	3225111	rmgd
yan	酽	12535111224313	fvdy
hui	烩	4334341154	iwch
lu	穞	31234352512112511	tkgl
qi	七	15	aq
he	壑	21451343425154121	hphh
lun	惀	44234125122	okjl
niao	裊	3251115413534	rnwn
chang	肠	3511533	qgec
nie	錜	3411243134454544	wgon
gai	陔	52415334	bywg
yi	役	3323554	ekcy
lan	罱	25221122543112	mjfl
ye	抴	12112215	fgay
shi	謚	41112514313425221	yghs
jue	鴂	513432511154444	nwoj
you	羐	2121121354	hhcy
di	適	41432512251454	yicd
xian	禒	4524551353334	plwx
cheng	淨	44134435112	odfc
xie	齛	21213434134345212215	hhax
peng	塜	1214511353334	fswp
qiao	诮	452432511	plgq
dou	鈄	341124314412	wgfd
mei	黴	33225212543121144443134	ejwm
que	确	132513535112	dmfq
sha	挱	1214412343	fsis
yun	霣	145244442512511134	sbwy
wei	叞	5131123454	ntcw
yi	鮨	35251214444352511	qmgy
lei	瓃	1121251212512125121	ghhl
yi	鸃	325111544444311213121534	rnwy
sheng	橳	1234351143113453	fwvs
wen	韫	1152251125221	gbhw
ban	版	32153354	racb
cai	啋	25134431234	mdwc
biao	灬	4444	oob
jin	仅	3254	rcj
ju	俱	3225111134	rmwj
chan	劖	3525115353525135422	qmjc
hua	哗	251323512	mdfh
sou	嗾	25141533131134	msws
ting	厛	132513312	dmft
jie	堺	121251213432	ffrj
en	奀	1324134	dlwe
yu	娯	5312515134	vfwy
wei	圩	121112	fgfw
ni	婗	53132151135	vdqn
niang	孃	53141251251112213534	vswn
dong	岽	25215234	mhwd
dao	忉	44253	omvd
xie	愶	4225353532511	umgx
jue	噊	251545232534251	manj
hui	憓	442125112144544	ohoh
jiang	漿	521335441242534	bdwj
yi	憶	4424143125114544	oloy
bai	拜	311311112	tdfb
huan	換	121352534134	fdwh
ai	敱	25212514312154	mhca
hua	桦	1234323512	fwfh
che	撤	121415425113134	fswc
liu	桺	12341153512	fwfl
qi	棊	122111341234	fhwq
qing	檾	433443344512341234	iwwq
qu	欋	1234251112511132411121	fwhq
qian	欦	34453534	wpwq
li	沥	4411353	ogvl
qu	浀	441251221	ofhq
ai	濭	4411221215425221	ogha
wei	爲	344335554444	wiow
si	牭	312125351	thns
yi	獈	3534313425221	qwhy
liao	璙	1121134432511234	ghwl
hu	瓠	13411533544	dyoh
ji	瘠	413414134342511	ywgj
bo	盋	1354425221	dchb
e	砐	13251354	dmce
nuo	稬	31234132522134	tkwn
qian	籤	31431434341211121111534	tiwq
yi	缢	5514313425221	xshy
hui	翙	252354541541	mkyh
xian	胘	351141554	qgcx
tui	腿	3511511534454	qgct
qi	芑	122515	fmaq
mu	莯	1224411234	flwm
han	菡	12252413452	fmbh
miao	藐	12234435333251135	fkqm
ji	虮	25121435	mfqj
fei	蜰	35115215251214	qgsf
ci	蠀	2512144135342511134	mfwc
bao	裦	41351545233534	yqwb
sen	襂	4523454545434333	pkes
lian	襝	452343412512513434	pkwl
ci	詞	411125151251	ygnc
e	讍	41112511225125112512511	ygge
lu	路	2512121354251	mfnl
mei	郿	52132511152	bdbm
hu	鍸	34112431122513511	wggh
da	鐽	34112431121431112454	wgcd
ga	钆	311155	tgxg
bang	镑	311154143454153	tgvb
ji	际	5211234	bgwj
zou	陬	5212211154	bfcz
liao	飂	35325121454154134333	qrel
he	餄	34451154341251	wpnh
zhi	駤	1211254444154121	fghz
mi	鸍	1342523434343432511154444	duom
si	鸶	5555135451	xxns
ding	鼎	251115132125	mgmd
wu	乄	54	cw
shan	傓	324513541541	rpys
qing	儬	32112125112511135	rgqq
gui	刽	34115422	wgjg
qu	劬	3525153	qmvq
xie	勰	535353251214544	vvox
zui	厜	1331212211	dtgz
shang	商	41432534251	yins
tang	塘	1214135112251	fsnt
jiang	将	412354124	yklj
hun	尡	24313525111535	ltqh
yan	嵓	252251251251	mjny
yan	巖	2522512511351221113134	mjwy
ji	徛	33213412512	ehfj
te	忒	1454454	scct
man	悗	4423525135	okqm
qian	扦	121312	fdfq
chou	抽	12125121	ffhc
ze	捑	1212511154	ffcz
nang	曩	251141251251112213534	mgwn
ban	柈	123443112	fwfb
yan	椼	1234332441112	fwfy
wen	榅	1234251125221	fwhw
lao	橯	1234433443344553	fwvl
yu	淤	44141533444	osoy
yin	淾	341124312534	wgwy
shen	滲	44154545434333	oaes
zhi	漐	121431123542534	fswz
xu	烅	4334325221	iwhx
niu	牛	3112	tfn
bei	牬	31213523	thkb
xun	畃	25112354	mgcx
dian	癲	413411225111134132511134	ywwd
mei	睂	343421325111	wwgm
sou	瞍	25111321511254	mgcs
jue	砄	132515134	dmwj
ding	碇	1325144512134	dmwd
jiao	穚	31234313425125251	tknj
wen	穩	3123434431215114544	tkow
qiao	竅	445343251141533134	ovwq
di	笛	31431425121	tihd
jian	篯	3143143111511534	tiwj
gan	紺	55444412211	xogg
duan	緞	554444321113554	xocd
gang	罁	31125225431252	tfbg
ying	罌	25111342511134311252	mgby
gu	罟	2522112251	mjng
wei	罻	2522151311234124	mjlw
wu	芜	1221135	fhqw
quan	葲	122325112534	fkwq
zong	嵸	25233234342134	mkwz
lan	蘭	12225112511125431234	fjwl
mi	蝆	2512142121112	mffm
fen	衯	452343453	pkvf
gua	袿	45234121121	pkhg
zhun	谆	4541251521	pyhz
chou	跾	32231342512134	rkwc
ti	踢	251212125113533	mfet
dao	道	431325111454	idcd
lei	酹	12535113443124	fvll
cuo	醝	1253511431113121	fvhc
chui	錘	3411243131212211	wggc
tian	阗	4251225111134	unwt
mian	靣	13252511	dmgm
lei	類	4312341344132511134	ifwl
hao	颢	251141251234132534	mgwh
e	騀	12112544443121534	fgwe
yu	鬱	12343112521234453444445235333	fwey
lu	魯	352512144442511	qmgl
de	徳	33212252214544	ehod
chuo	輟	125111254545454	fncc
nie	巕	2524313251514143112531	mltn
xiao	篠	3143143223541234	tiwx
fu	紱	55444413544	xoof
guo	渦	44125525251	ofng
yue	閱	251125113425135	mgqy
se	歰	53453421212121	vphs
zi	趑	1212134413534	ffwz
jing	巠	1555121	axhj
mei	莓	1223155414	fksm
chao	煼	43343552335523	iwkc
li	琍	11213123422	ghjl
dou	鬪	11212112121251431124	ghld
lv	閭	25112511251251	mgnl
mian	棉	123432511252	fwbm
mang	茻	523522523522	bqjm
zhen	遉	212511134454	hmcz
sai	葸	122251214544	fjos
zha	摣	12121531525111	ffgz
fu	鵩	3511525432511154444	qgof
ning	侫	32415531	rytn
bi	滭	4412511122112	offb
lei	虆	122251212512125121554234	fjwl
pi	疲	4134153254	ywcp
chang	娼	53125112511	vfgc
xi	锡	3111525113533	tgex
pu	莆	1221251124	fhlp
hao	顥	251141251234132511134	mgwh
yuan	褑	45234344311354	pkcy
ou	讴	451345	pdpo
qu	髷	1211154333251221	fghq
lang	郞	451153452	pgbl
fan	飜	343123425121534353432	wtrf
er	貮	11251113454	gmce
gu	故	122513134	fmwg
sou	颼	353251214321511254	qrcs
xun	燻	433431254312114444	iwox
ren	荏	122323121	fkhr
jie	脻	351115112134	qgwj
quan	箞	31431443113455	tixq
zi	吇	251521	mahz
jia	鉀	3411243125112	wgfj
ai	磑	132512521251431	dmta
mi	孊	5314131234123421112111	vsgm
mai	霡	14524444351145534	sbwm
nian	鮎	3525121444421251	qmnn
lu	录	51124134	nfwl
li	屴	25253	mmvl
chan	誗	41112513123422	ygjc
lun	磮	1325125234125122	dmjl
dou	餖	344511541251431	wptd
keng	坑	1214135	fsqk
jiao	茭	122413434	flwj
ya	氩	3115122431	taty
ge	铬	31115354251	tgng
he	寉	44532411121	ovhh
shi	狧	353312251	qens
fang	倣	3241533134	rywf
ci	垐	413534121	yqhc
chan	辿	252454	mlcc
qie	聺	12211144535445411234	fhwq
yi	燡	43342522112143112	iwfy
lu	塷	12121253444441	ffyl
zhi	祬	4524154121	plhz
pian	偏	32451325122	rpjp
lian	练	55115534	xgwl
chou	帱	2521113124	mhlc
li	褵	452344134522554	pkcl
fu	媍	531352511134	vdwf
ni	跜	251212151335	mfqn
chi	灻	1214334	fswc
kui	巋	252325151212151145252	mkbk
bing	併	32431132	rirb
ban	办	5344	vob
shu	摅	1212153154544	ffos
yu	棜	123441533444	fwoy
gou	购	25343554	mwcg
gan	簳	3143141225111234112	tifg
yu	琙	112112511534	ghwy
yun	蒕	1222534125221	fjhy
jin	齽	2121343413434521234123411234	hhwj
fen	蚠	3453251214	wvsf
qiong	瓗	1121252324111212534251	ghnq
er	侕	32132522	rdje
peng	剻	2523511351122	mkjp
gun	硍	13251511534	dmwg
mang	蠎	25121412213412132	mfrm
sheng	泩	44131121	odhs
hu	嘑	25121531534312	mffh
jian	腱	351151111254	qgcj
wei	轊	125111211121112511	fngw
dang	欓	123424345251254312114444	fwod
qi	萕	12241343211	flgq
zheng	挣	121355112	fdfz
gui	妫	5314354	vscg
xue	謔	4111251215315151	ygnx
xia	梺	12341234124	fwlx
cuan	撺	121445342512512	fsfc
liu	飀	3532512143545325121	qrhl
chang	甞	2434525112211	lwgc
e	頟	354251132511134	quwe
ao	擙	1213253431234134	fdwa
po	魄	32511325113554	rncp
qin	秦	1113431234	gdwq
mu	毣	5415413115	caam
qian	蒨	1223211212511	fkgq
huan	荁	122125111	fhgh
ba	仈	3234	rwb
chou	偢	32312344334	rtwc
ang	岇	2523552	mkba
sun	槂	12345213554234	fwws
wu	屼	252135	mhqw
deng	蹬	2512121543341251431	mftd
chi	鉓	3411243131252	wgbc
xi	飁	54154132511353251214	casx
	哛	251353453	mdvx
ti	瓋	112141432512251454	ghct
an	痷	4134113425115	ywaa
xian	贤	22542534	jcwx
zi	姊	5313523	vdkz
wen	阌	42534434554	uvcw
jian	旔	415351111254	yvcj
shuang	骦	55114524444123425111	xggs
luo	荦	122453112	flfl
lu	簵	3143141251112354251	tinl
gou	玽	112135251	ghng
shao	旓	4153312432511	yvgs
duo	鐸	341124312522112143112	wgfd
e	額	445354251132511134	ovwe
xian	誸	411125151541554	ygcx
ge	櫊	123425112511354251	fwng
jing	箐	31431411212511	tigj
diao	窵	4453432511154444	ovod
men	们	32425	rumm
shang	殤	135431251113533	dces
fu	赙	25341251124124	mwlf
han	含	3445251	wpnh
sai	嘥	25133221212134	mdws
rang	獽	35341251251112213534	qwwr
man	墁	12125112522154	ffcm
zhong	衶	452342512	pkfz
dai	袋	32154413534	rawd
hua	搳	1214451112251	fsnh
han	喊	251131251534	mgwh
jin	今	3445	wpj
jie	戒	1132534	grwj
cha	诧	45445315	poac
peng	錋	3411243135113511	wggp
ta	鰨	352512144442511541541	qmyt
yong	鳙	3525121141351125112	qmfy
diao	铞	31115251252	tgbd
ji	嵆	312341354252	tkbj
cheng	橕	1234243452511523	fwkc
zhou	矪	31134335414	tdsz
dang	垱	121243511	ffgd
huang	鳇	35251211325111121	qmhh
gao	篙	3143144125125251	ting
ying	緓	55444412225134	xowy
jie	骱	2554525113432	mcrj
tao	淘	44135311252	odbt
ju	諊	411125135431234	ygwj
qu	蠼	25121425111251113241112154	mfcq
zi	紎	5544441344	xooz
juan	餋	431134344511534	igwj
long	龍	4143125111515111	yigl
nai	嬭	53123425234343434	vfwn
ming	覭	45251141342511135	pmqm
jian	湔	441431251122	osjj
lao	轑	1251112134432511234	fnwl
ao	鰲	112153313435251214444	ghoa
jiang	僵	321251211251211	rfgj
shan	剡	4334433422	iwjs
zhi	櫍	1234331233122511134	fwwz
bei	鞴	1221251121221325112	fhfb
mi	侎	32431234	riwm
you	酭	1253511132511	fvgy
yi	倚	3213412512	rdfy
xiao	斆	32113434511455213134	rgwx
yao	尧	153135	atqy
fei	腓	351121112111	qggf
pao	袍	4523435515	pkap
ji	覊	1252211221251121211254444	fboj
bi	苾	12245434	flwb
du	阇	42512132511	ungd
za	偺	32354242511	rqgz
qian	扲	1213445	fdpq
gao	櫜	1251245354242511234	fnwg
ze	箦	31431411212534	tiwz
ting	聤	122111412514512	fhft
ze	汄	44134	odwz
bian	變	41112515544445544443134	ygwb
wan	琬	112144535455	ghxw
yu	俼	3241542511	rygy
ren	肕	3511534	qgwr
jia	麚	41352211535512115154	yqcj
shi	識	4111251414312511534	ygws
bin	殡	13544453212134	dcwb
du	嘟	2511213251152	mgbd
yue	躍	251212154154132411121	mfhy
dan	柦	123425111	fwgd
nai	褦	452345425113535	pkqn
wen	炆	43344134	iwww
deng	登	543341251431	cetd
yin	檃	5234431215111234	bwwy
chi	袳	45234354354	pkcc
pei	怌	44213241	ohyp
cai	寀	44534431234	ovwc
cheng	赪	1213234212534	fdwc
shen	祳	45241322534	plws
shu	赎	253412544134	mwws
mi	獼	35351513425234343434	qqwm
shu	述	12344454	fwcs
hu	箶	314314122513511	tigh
qiao	鐰	341124312512512511234	wgwq
ying	塋	4334433445121	iwhy
mao	鉚	3411243135352	wgbm
yu	踰	2512121341251122	mfjy
zhi	彘	551311341535	xdqz
ji	箕	31431412211134	tiwj
si	涘	4415431134	oaws
hu	醐	1253511122513511	fvgh
guo	粿	43123425111234	ifwg
la	櫴	12341251234352511134	fwwl
pian	騈	121125444431133112	fgfp
fu	阜	32515112	rnff
tu	吐	251121	mght
cuan	爨	321125125151145123412341344334	rgwc
lai	籟	3143141251234352511134	tiwl
sha	榝	12343412343554	fwcs
huang	瑝	1121325111121	ghhh
jiang	弶	51541251234	ncwj
liu	鎏	441415432534112431	ostl
cao	傮	3212512212511	rfgc
die	臷	121154121534	fgwd
jian	踺	251212151111254	mfcj
zeng	增	121432524312511	fsgz
e	恶	1224314544	floe
sun	蓀	1225213554234	fmws
ku	跍	251212112251	mfnk
zhu	壴	121251431	fftz
yan	魇	131344325113554	ddcy
nuo	诺	4512213251	pfnn
lao	崂	2521224553	mhvl
gan	篢	3143141212511134	tiwg
juan	巻	431134515	igaj
li	濿	44113122251125214	ogsl
zhi	址	1212121	ffhz
biao	標	123412522111234	fwwb
yin	誾	251125114111251	mgny
wan	玩	11211135	ghqw
zhui	礈	13251431353334454	dmcz
qian	僉	3412512513434	wfwq
fan	盕	44135425221	odhf
jie	悈	4421132534	ohwj
lu	艫	3354142153152512125221	echl
yin	斦	33123312	effy
cui	毳	311531153115	taac
ying	楹	1234535425221	fwhy
men	钔	31115425	tgmm
jiao	餃	34451154413434	wpwj
fu	琈	11213443521	ghhf
xun	窨	44534414312511	ovgx
shu	秫	3123412344	tkos
ju	具	25111134	mgwj
chui	倕	3231212211	rtgc
shuang	孀	53114524444123425111	vggs
sui	绥	5513443531	xdts
dian	跕	251212121251	mfnd
kun	崑	25225111535	mjqk
chu	處	21531535435	hvqc
zhen	賑	25111341311534	mgwz
jue	挗	121151534	fgwj
jin	緊	12512554554234	fnwj
gun	丨	2	hg
fu	弣	51532124	nvlf
hu	泘	44134312	odfh
qian	儙	322512125151454	rmcq
tang	糃	431234251113533	ifet
wu	钨	311153551	tgnw
tian	唺	25125122134	mfwt
nuo	橠	1234413543543534	fwwn
kui	隗	52325113554	brck
yi	侇	32151534	rawy
zhou	軸	125111225121	fnhz
lin	琳	112112341234	ghwl
ying	锳	3111512225134	tgwy
chuai	膪	3511414345252251	qgnc
wei	痿	4134131234531	ywtw
pi	髬	121115433313241	fgyp
hu	鸌	325111544441223241112154	rnch
shuo	爍	4334325115545541234	iwws
guang	黆	122125121344535	fhqg
sui	穂	312341251124544	tkos
feng	縫	5544443541112454	xocf
nuo	逽	12213251454	fhcn
diu	铥	31115312154	tgcd
jiang	鳉	35251211412354124	qmlj
qing	勍	4125123453	ymvq
ling	棂	12345114334	fwwl
qian	歉	43151122343534	iawq
luan	孿	4111251554444554444521	yghl
guang	僙	3212212512134	rfwg
zhi	值	3212251111	rfgz
lian	瀮	4411452444412341234	ogwl
niang	醸	12535114134112213534	fvwn
ke	棵	123425111234	fwwk
long	梇	12341121132	fwrl
li	丽	1254254	fccl
ye	业	22431	jity
you	沋	4411354	ogcy
qing	葝	122155512153	fhvq
feng	靊	14524444111221112521251431	sbtf
bi	罼	252212511122112	mjfb
lian	联	122111431134	fhwl
guo	涡	4412512534	ofwg
suo	桫	12344412343	fwis
shan	訕	4111251252	ygbs
dai	歹	1354	dcd
duo	踱	2512121413122154	mfcd
xi	錫	3411243125113533	wgex
qin	梫	12345114554	fwcq
mao	眊	251113115	mgam
xun	獯	35331254312114444	qeox
ma	睰	2511112213251	mgnm
qiao	帩	2522432511	mjgq
dang	礑	132512434525125121	dmhd
huo	夥	25111234354354	mgch
fu	偩	32352511134	rqwf
tian	天	1134	gwt
lian	恋	4122344544	yjol
shang	垧	121325251	fdns
wa	膃	35112534125221	qghw
sheng	榺	35114311341234	qgws
cheng	浧	4412511121	ofhc
jian	瀐	441121211121111534	ogwj
hua	猾	353255452511	qrgh
yu	閾	2511251112511534	mgwy
ti	鯷	35251214444251112134	qmwt
jing	殑	13541225135	dcqj
ying	鎣	433443344534112431	iwty
xian	毨	3115312135	taqx
hao	噑	25132511413412	mdfh
gai	槩	5115415351234	nawg
kuai	欳	21251223534	hmwk
chui	棰	123431212211	fwgc
lang	艆	3354144511534	ecwl
yi	祎	45241152	plby
yang	駚	121125444425134	fgwy
jin	墐	12112212511121	fghj
chuang	窓	44534544544	ovoc
quan	韏	431134521251152	igbq
lie	鱲	35251214444555253415445445	qmpl
xiu	嗅	2513251111344	mdox
bin	濱	44144512332511134	oswb
tian	忝	11342444	gwot
bang	磅	132514143454153	dmvb
ji	茤	122354354	fkcj
xin	盺	251113312	mgfx
jian	建	51111254	ngcj
tong	捅	1215425112	faft
jia	假	32512115154	rncj
ji	挤	121413432	fsrj
zheng	整	1251234313412121	fnhz
wei	葦	122521251152	fmbw
rao	遶	121121121135454	fgcr
xie	枻	123412215	fwax
bao	勽	3534	qwb
yi	鷊	125125431232511154444	fnoy
ji	伎	321254	rfcj
hai	駴	12112544441132534	fgwh
er	迩	35234454	qkce
ha	虾	251214124	mflh
lun	崘	25234125122	mkjl
chuan	椯	1234252132522	fwjc
zuo	秨	3123431211	tkgz
nong	侬	32453534	rpwn
ju	局	5135251	nqnj
cu	誎	41112511251234	ygwc
le	鱳	35251214444325115545541234	qmwl
rou	媃	531545231234	vawr
e	硆	13251341251	dmne
reng	扔	12153	favr
liu	飅	353251214122155125121	qrhl
fu	賻	25111341251124124	mglf
kun	髡	1211154333135	fgqk
lang	蜋	2512144511534	mfwl
yuan	傆	321332511234	rdwy
xian	鑦	34112431125125542511134	wgwx
jue	蚗	2512145134	mfwj
xiu	髤	12111543331234	fgwx
li	塛	1211252211234	fgwl
hui	蜖	2512142522111	mfgh
yao	邀	3251141533134454	rncy
xia	烚	4334341251	iwnx
bian	鞭	122125112321251134	fhwb
se	璱	11211121112145434	ghws
tuo	庹	41312215134	ytwt
pu	撲	121224314311134	ffwp
kang	躿	325111341351124134	rnwk
yong	鱅	3525121444441351125112	qmfy
ju	踘	251212135431234	mfwj
gou	垢	121331251	fdng
li	砾	1325135234	dmwl
fan	奿	354531	qptf
liao	爒	35444334134432511234	qowl
xi	豀	34342513443554134	wwwx
zi	鲻	3525121155525121	qmhz
beng	伻	3214312	rsfb
jiong	顈	35554234132511134	qxwj
suo	鏁	3411243155525111234	wgws
lv	卛	411125155444455444412	ygfl
xu	諿	4111251251122111	yggx
jing	景	251141251234	mgwj
gu	梏	12343121251	fwng
man	饅	3445115425112522154	wpcm
jian	暕	2511125431234	mgwj
ju	劇	215315135333422	hvjj
xie	械	12341132534	fwwx
fu	鮄	3525121444451532	qmrf
man	嫚	53125112522154	vfcm
quan	搼	1214311343112	fsfq
lan	籣	31431425112511125431234	tiwl
yin	銀	34112431511534	wgwy
cha	察	44535445411234	ovwc
yun	郓	45152152	paby
liao	鷯	13443251123432511154444	dool
meng	萌	12225113511	fjgm
yu	乻	415334445	yvpy
feng	鳳	35132511154444	qdof
yu	蒮	1224532511121	flhy
gu	餶	34451154255452511	wpgg
shuang	双	5454	ccs
keng	硻	1251255413251	fnnk
bi	彼	33253254	emcb
gou	遘	1122125211454	gjcg
zheng	糽	55444412	xofz
lun	倫	3234125122	rwjl
lian	媡	531125431234	vgwl
peng	淎	44111134112	ogfp
cuo	痤	413413434121	ywhc
ai	嘊	25125213121121	mfha
zan	糌	431234354242511	ifgz
han	罕	4534112	pwfh
wan	完	4451135	onqw
li	轣	12511121331234312342121	fnhl
xing	臖	32112512515111342511	rggx
ci	珁	11211554	ghcc
cuo	瑳	1121431113121	ghhc
cui	疩	413413512	ywfc
chuan	荈	122354152	fkbc
man	蟎	25121412212523434	mfwm
ju	椇	123425111134	fwwj
lao	佬	32121335	rfql
ling	竛	4143134454	yicl
hen	狠	353511534	qqwh
chao	槱	123412535114444	fwoc
jiu	奺	531354	vdcj
yu	妪	5311345	vgpy
